event_id,equipment_name,equipment_code,timestamp,fault_description,technician_diagnosis,maintenance_actions,root_cause_analysis,related_multimodal_data
F-2024-0036,2#精轧机 F2机架,HRM2-RF2-GEARBOX,2024/6/8 17:30,F2机架主传动齿轮箱油温高报警，温度达到70摄氏度。,齿轮箱冷却器管路堵塞,检查齿轮箱润滑站，发现冷却器进出水管温差极大，说明水流量不足。拆开冷却器端盖，发现内部管束被水垢和杂物堵塞。进行化学和物理清洗。,工业循环水水质硬度高，且过滤系统效果不佳。,"{""timeseries_data"": [""PLC_HRM2_RF2_GEARBOX_TEMP_20240608_1725.csv""], ""thermal_image"": [""IMG_HRM2_RF2_COOLER_20240608_1735.jpg""], ""schematics"": ""Schematic_HRM2_Lubrication_System.pdf#page=6""}"
F-2024-0037,1#热送辊道 R5段,ROLLER-TABLE-R5,2024/6/9 9:00,R5段整段辊道无法启动，控制柜内变频器报“接地故障”。,辊道其中一台电机电缆对地短路,断开该段所有电机的动力电缆。使用兆欧表逐一测量每根电缆和每台电机的绝缘电阻。发现第8号电机的电缆对地绝缘为0。更换该电缆后故障消除。,电缆敷设在电缆沟内，被积水浸泡，导致绝缘层破损。,"{""electrical_drawing"": ""Drawing_E_ROLLER_TABLE_R5.pdf"", ""maintenance_log"": ""Log_ROLLER-TABLE-R5_2024.xlsx"", ""test_report"": ""REPORT_CABLE_INSULATION_TEST_20240609.pdf""}"
F-2024-0038,2#层流冷却区 浊环水泵#2,LFC2-PUMP-02,2024/6/9 14:20,2号浊环水泵启动瞬间，开关跳闸，且有巨大电流声。,泵电机转子与定子扫膛,手动盘车，感觉转动不顺畅，有卡点。解体电机，发现转子铁芯与定子铁芯有明显的摩擦痕迹。,电机轴承磨损严重，导致转子下沉，径向气隙不均匀，最终发生扫膛。,"{""vibration"": [""VIB_LFC2_PUMP02_STARTUP_20240609_1419.csv""], ""photo_damage"": [""PHOTO_LFC2_PUMP02_ROTOR_SCRATCH_20240609_1600.jpg""], ""maintenance_manual"": ""Manual_Centrifugal_Pump.pdf#page=35""}"
F-2024-0039,1#加热炉 烟气挡板,FURN1-DAMPER,2024/6/10 10:00,烟气挡板开度无法调节，卡在50%的位置不动。,挡板执行器连杆变形卡死,检查电动执行器，输出力正常。检查机械连杆机构，发现一根连接杆因高温发生轻微变形，卡住了活动关节。,挡板长期在高温烟气环境中工作，材料发生蠕变。,"{""photo_damage"": [""PHOTO_FURN1_DAMPER_ROD_BENT_20240610_1030.jpg""], ""drawing"": ""Drawing_A_FURN1_DAMPER.pdf"", ""maintenance_log"": ""Log_FURN1_Dampers_2024.xlsx""}"
F-2024-0040,2#卷取机 C1液压系统,COILER1-HYD-ACCUM,2024/6/10 16:00,C1卷取机液压系统压力波动频繁，蓄能器压力表读数快速下降。,蓄能器皮囊破裂,关闭蓄能器油路，给蓄能器充氮气，发现氮气压力无法保持，从油路端有气体排出。确认皮囊已破裂。更换新的蓄能器皮囊。,皮囊为橡胶制品，长期使用后老化脆裂。,"{""timeseries_data"": [""PLC_COILER1_HYD_PRESSURE_20240610_1555.csv""], ""schematics"": ""Schematic_COILER1_Hydraulic_System.pdf#page=11"", ""maintenance_manual"": ""Manual_Accumulator_Service.pdf#page=7""}"
F-2024-0041,1#精轧机 F1机架,HRM1-RF1-DRIVE,2024/6/11 9:30,F1机架主传动系统报编码器故障，检查发现编码器脉冲数异常。,编码器联轴器松动,检查连接电机和编码器的联轴器，发现其紧固螺丝松动，导致在传动过程中打滑，造成脉冲信号不连续。,设备振动导致螺丝松动。,"{""timeseries_data"": [""PLC_HRM1_RF1_ENCODER_PULSE_20240611_0925.csv""], ""photo_internal"": [""PHOTO_HRM1_RF1_COUPLING_LOOSE_20240611_0945.jpg""], ""electrical_drawing"": ""Drawing_E_HRM1_RF1_Encoder.pdf""}"
F-2024-0042,2#板坯库 4号天车,CRANE-SLAB-04,2024/6/11 15:00,4号天车遥控器失灵，所有按钮均无反应。,遥控器电池电量耗尽,更换遥控器电池后，操作恢复正常。,操作人员班后未将遥控器放回充电座。,"{""maintenance_log"": ""Log_CRANE_SLAB_04_2024.xlsx"", ""maintenance_manual"": ""Manual_Crane_Remote_Control.pdf#page=5""}"
F-2024-0043,1#层流冷却区 浊环水泵#4,LFC1-PUMP-04,2024/6/12 11:00,4号泵机械密封处漏水量超标，形成水帘。,机械密封动、静环磨损,停泵，拆卸机械密封。检查发现动环和静环的密封面均有明显的划痕和磨损。更换整套机械密封。,水中杂质颗粒进入密封面，起到了研磨剂的作用，加速了磨损。,"{""photo_damage"": [""PHOTO_LFC1_PUMP04_MECHSEAL_WORN_20240612_1400.jpg""], ""maintenance_manual"": ""Manual_Centrifugal_Pump.pdf#page=22"", ""schematics"": ""Schematic_Pump_Seal_Assembly.pdf""}"
F-2024-0044,2#精轧机 F5机架,HRM2-RF5-PLC,2024/6/12 17:00,F5机架的远程I/O站通讯中断，DCS上相关信号全部失效。,远程I/O站的光纤收发器故障,检查I/O站内光纤收发器，电源灯正常，但数据收发指示灯不闪烁。使用光功率计测试，接收光功率过低。更换光纤收发器后通讯恢复。,光纤收发器电子元器件老化失效。,"{""maintenance_log"": ""Log_PLC_HRM2_2024.xlsx"", ""schematics"": ""Schematic_Network_Topology_HRM2.pdf"", ""photo_internal"": [""PHOTO_HRM2_RF5_FIBER_TRANSCEIVER_FAIL_20240612_1720.jpg""]}"
F-2024-0045,1#卷取机 C2助卷辊,COILER2-PINCHROLL,2024/6/13 10:30,C2卷取机上助卷辊压力无法建立，检查发现液压缸不动作。,助卷辊液压缸的比例方向阀线圈烧毁,测量比例阀电磁线圈电阻，为无穷大，已开路。更换同型号线圈后，液压缸动作恢复正常。,电流过大或长期通电导致线圈过热烧毁。,"{""timeseries_data"": [""PLC_COILER2_PINCHROLL_PRESSURE_20240613_1025.csv""], ""schematics"": ""Schematic_COILER2_Hydraulic_System.pdf#page=18"", ""photo_damage"": [""PHOTO_COILER2_VALVE_COIL_BURNED_20240613_1100.jpg""]}"
F-2024-0046,2#加热炉 炉底水管,FURN2-WATERPIPE,2024/6/13 16:00,加热炉炉底观察孔发现有漏水现象，炉内蒸汽弥漫。,炉底冷却水管焊缝开裂,紧急停炉降温。进入炉内检查，发现一根支撑梁的冷却水管焊缝处有约5cm的裂缝。对裂缝处进行打磨、补焊和探伤测试。,长期经受冷热交变应力，导致焊缝处产生疲劳裂纹。,"{""photo_leak"": [""PHOTO_FURN2_PIPE_LEAK_20240613_2000.jpg""], ""drawing"": ""Drawing_A_FURN2_Piping.pdf"", ""maintenance_log"": ""Log_FURN2_Repairs_2024.xlsx""}"
F-2024-0047,1#精轧机 F6机架,HRM1-RF6-SENSOR,2024/6/14 9:00,F6机架出口测厚仪数值不准确，与实际厚度偏差很大。,测厚仪C型架上有油污和氧化铁皮附着，影响射线穿透。,停机，使用专用清洁剂和软布，彻底清洁测厚仪C型架的内外表面，特别是射线发射和接收窗口。重新标定后，测量恢复准确。,生产环境恶劣，日常清洁维护不到位。,"{""photo_internal"": [""PHOTO_HRM1_RF6_XRAY_GAUGE_DIRTY_20240614_0930.jpg""], ""maintenance_manual"": ""Manual_XRay_Thickness_Gauge.pdf#page=31"", ""calibration_log"": ""Log_Gauge_Calibration_HRM1_2024.xlsx""}"
F-2024-0048,2#粗轧机 R2电机,HRM2-R2-MOTOR,2024/6/14 14:30,R2主电机启动时，DCS报“驱动单元接地故障”，无法启动。,电机电缆终端头受潮，绝缘降低。,断开电机电缆，对电机和电缆分别进行绝缘测试。发现电缆绝缘电阻极低。检查电缆终端头，发现有水汽凝结。使用热风枪进行烘干处理，并重新进行密封。绝缘恢复正常。,电缆沟内湿度大，电缆终端头密封胶老化开裂，导致潮气侵入。,"{""test_report"": ""REPORT_CABLE_INSULATION_TEST_HRM2_R2_20240614.pdf"", ""photo_internal"": [""PHOTO_HRM2_R2_CABLE_HEAD_MOIST_20240614_1500.jpg""], ""electrical_drawing"": ""Drawing_E_HRM2_R2_Motor.pdf""}"
F-2024-0049,1#除鳞箱 喷嘴,DESCALER1-NOZZLE,2024/6/15 10:00,轧出的钢板表面有黑色的V型条纹，怀疑是除鳞效果不好。,上集管第15号除鳞喷嘴堵塞,停机检查，发现上集管中间位置的15号喷嘴完全被异物堵死。拆下后发现是一块碎裂的耐火材料。更换新喷嘴。,加热炉内耐火材料剥落，被板坯带入除鳞箱。,"{""photo_damage"": [""PHOTO_STEEL_PLATE_SCALE_MARK_20240615_0945.jpg""], ""photo_internal"": [""PHOTO_DESCALER1_NOZZLE_CLOGGED_20240615_1030.jpg""], ""schematics"": ""Schematic_Descaler1_Nozzle_Layout.pdf""}"
F-2024-0050,2#卷取机 C1控制台,COILER1-CONSOLE,2024/6/15 16:30,操作台的触摸屏失灵，点击任何按钮都没有反应。,触摸屏本身硬件故障,重启HMI无效。将触摸屏连接到测试电脑上，同样无法识别。确认触摸屏已损坏。更换新的触摸屏备件。,触摸屏使用年限过长，内部电路老化。,"{""photo_internal"": [""PHOTO_COILER1_HMI_FAIL_20240615_1645.jpg""], ""maintenance_log"": ""Log_HMI_Replacements_2024.xlsx"", ""electrical_drawing"": ""Drawing_E_COILER1_Console.pdf""}"
F-2024-0051,1#精轧机 F5机架,HRM1-RF5-BEARING,2024/6/16 11:00,F5机架传动侧支撑辊轴承振动异常，频谱中出现明显的保持架频率。,传动侧支撑辊轴承保持架断裂,紧急换辊。拆解换下的支撑辊轴承，发现铜质保持架已断成数截，部分滚子脱落。,轴承受过巨大冲击载荷（如轧制事故），导致保持架产生裂纹并逐渐扩展。,"{""vibration"": [""VIB_HRM1_RF5_DRV_SUPPORT_20240616_1055.csv""], ""photo_damage"": [""PHOTO_HRM1_RF5_CAGE_BROKEN_20240616_1500.jpg""], ""maintenance_manual"": ""Manual_BackupRoll_Bearing.pdf#page=29""}"
F-2024-0052,2#层流冷却区 浊环水泵#1,LFC2-PUMP-01,2024/6/16 15:20,1号泵运行时有强烈的汽蚀噪音，并且出口压力不稳。,泵入口管道滤网堵塞，导致泵入口真空度过高，发生汽蚀。,停泵，关闭入口阀门。拆开泵入口前的滤网，发现已被塑料布和纤维状杂物严重堵塞。清理滤网后，泵运行恢复正常。,回水渠中的杂物未被有效拦截，进入泵的吸入管道。,"{""vibration"": [""VIB_LFC2_PUMP01_CAVITATION_20240616_1515.csv""], ""photo_internal"": [""PHOTO_LFC2_PUMP01_FILTER_CLOGGED_20240616_1545.jpg""], ""schematics"": ""Schematic_LFC2_Water_System.pdf#page=4""}"
F-2024-0053,1#加热炉 步进梁,FURN1-WALKINGBEAM,2024/6/17 9:00,步进梁在提升过程中，一侧升起正常，另一侧升不起来，导致梁体倾斜。,步进梁提升机构的同步轴联轴器断裂,检查步进梁下方的传动机构，发现连接两侧提升装置的同步长轴中间的梅花联轴器已断裂。,联轴器弹性体老化失效后未及时更换，导致金属爪直接接触磨损，最终断裂。,"{""photo_damage"": [""PHOTO_FURN1_COUPLING_BROKEN_20240617_1000.jpg""], ""drawing"": ""Drawing_A_FURN1_WalkingBeam_Drive.pdf"", ""maintenance_log"": ""Log_FURN1_Repairs_2024.xlsx""}"
F-2024-0054,2#精轧机 F1机架,HRM2-RF1-SENSOR,2024/6/17 14:00,F1机架入口侧的宽度测量仪数据跳变严重，数值不稳定。,宽度仪的防护玻璃被蒸汽和油污污染，影响测量精度。,使用专用清洁布擦拭宽度仪上下两侧的防护玻璃。数据恢复稳定。建议增加吹扫空气压力。,现场环境恶劣，吹扫系统效果不佳。,"{""timeseries_data"": [""PLC_HRM2_RF1_WIDTH_GAUGE_20240617_1355.csv""], ""photo_internal"": [""PHOTO_HRM2_RF1_GAUGE_DIRTY_20240617_1410.jpg""], ""maintenance_manual"": ""Manual_Width_Gauge.pdf#page=18""}"
F-2024-0055,1#卷取机 C1液压系统,COILER1-HYD-COOLER,2024/6/18 10:30,液压站油温持续升高，触发二级报警，但冷却风扇在转。,液压油冷却器表面被油泥和灰尘覆盖，散热效果差。,使用高压空气和清洁剂，对冷却器的散热翅片进行彻底清理。清理后油温很快下降到正常范围。,设备卫生清洁工作有死角，未定期清理冷却器。,"{""timeseries_data"": [""PLC_COILER1_HYD_TEMP_20240618_1025.csv""], ""thermal_image"": [""IMG_COILER1_HYD_COOLER_DIRTY_20240618_1035.jpg""], ""photo_internal"": [""PHOTO_COILER1_COOLER_CLEANED_20240618_1130.jpg""], ""schematics"": ""Schematic_COILER1_Hydraulic_System.pdf#page=9""}"
F-2024-0056,2#粗轧机 R3立辊,HRM2-R3-EDGER,2024/6/18 16:00,立辊电机变频器报“过流”故障，无法复位。,立辊电机到变频器之间的动力电缆相间短路,断开电缆，对电机和电缆分别摇表测试。发现电缆红、黄两相之间绝缘为0。检查电缆路径，发现被一块掉落的钢板砸伤。,现场安全防护措施不到位，掉落物砸坏电缆。,"{""electrical_drawing"": ""Drawing_E_HRM2_R3_Edger.pdf"", ""photo_damage"": [""PHOTO_HRM2_R3_CABLE_DAMAGED_20240618_1630.jpg""], ""test_report"": ""REPORT_CABLE_INSULATION_TEST_HRM2_R3_20240618.pdf""}"
F-2024-0057,1#板坯库 5号天车,CRANE-SLAB-05,2024/6/19 9:00,5号天车在吊运一个满载的板坯时，主梁出现轻微的向下弯曲变形。,天车超载使用，导致主梁产生塑性变形。,使用全站仪对主梁挠度进行测量，确认已超出设计安全范围。立即停止使用该天车，并联系原厂家进行检修评估。,操作人员违规操作，一次吊运了两个板坯。,"{""maintenance_log"": ""Log_CRANE_SLAB_05_2024.xlsx"", ""drawing"": ""Drawing_A_CRANE05_Main_Girder.pdf"", ""photo_damage"": [""PHOTO_CRANE05_GIRDER_BENT_20240619_0915.jpg""]}"
F-2024-0058,2#加热炉 空气换热器,FURN2-HEAT-EXCHANGER,2024/6/19 14:30,助燃空气预热温度上不去，导致燃气消耗量增加。,空气换热器管束积灰严重，传热效率下降。,停炉。对换热器进行吹灰和机械清理，清除管束内外表的积灰和结焦。,燃料质量不佳或燃烧不充分，产生过多烟尘。,"{""timeseries_data"": [""PLC_FURN2_AIR_TEMP_GAS_FLOW_20240619_1425.csv""], ""maintenance_manual"": ""Manual_Heat_Exchanger_Cleaning.pdf#page=11"", ""photo_internal"": [""PHOTO_FURN2_EXCHANGER_DUSTY_20240619_1800.jpg""]}"
F-2024-0059,1#精轧机 F2机架,HRM1-RF2-DRIVE,2024/6/20 11:00,F2机架主电机驱动柜（变频器）报“散热器过温”故障。,变频器冷却风扇故障停转,打开驱动柜门，发现其中一个散热风扇没有转动。断电检查，发现风扇电源线脱落。重新接线后，风扇运转正常。,风扇电源线接头压接不牢，在振动下松脱。,"{""photo_internal"": [""PHOTO_HRM1_RF2_DRIVE_FAN_STOPPED_20240620_1105.jpg""], ""thermal_image"": [""IMG_HRM1_RF2_DRIVE_HOTSPOT_20240620_1102.jpg""], ""electrical_drawing"": ""Drawing_E_HRM1_RF2_Drive_Cabinet.pdf""}"
F-2024-0060,2#卷取机 C2剪切机,COILER2-SHEAR,2024/6/20 17:00,带钢头部剪切机在剪切时，切口不齐，有毛刺。,剪切机刀片磨损或崩刃,检查上下两片刀片的刀刃，发现有几处小的崩口。更换备用刀片组。剪切质量恢复。,剪切了超出额定强度的钢种，导致刀片损坏。,"{""photo_damage"": [""PHOTO_COILER2_SHEAR_BLADE_CHIPPED_20240620_1720.jpg"", ""PHOTO_STEEL_STRIP_BURR_20240620_1655.jpg""], ""maintenance_manual"": ""Manual_Coiler_Shear.pdf#page=21"", ""drawing"": ""Drawing_A_Shear_Blade.pdf""}"
F-2024-0061,1#粗轧机 R2电机,HRM1-R2-MOTOR,2024/6/21 10:00,R2主电机启动时，虽然能转，但转速上不去，且电流巨大。,电机转子绕组开路（断条）,使用转子断条检测仪进行测试，确认转子存在断条故障。安排电机返厂进行转子修复。,电机频繁启停或长期过载，导致转子导条因热应力疲劳断裂。,"{""timeseries_data"": [""PLC_HRM1_R2_MOTOR_STARTUP_20240621_0958.csv""], ""test_report"": ""REPORT_MOTOR_ROTOR_TEST_HRM1_R2_20240621.pdf"", ""vibration"": [""VIB_HRM1_R2_STARTUP_20240621_0958.csv""]}"
F-2024-0062,2#精轧机 F3机架,HRM2-RF3-LUB,2024/6/21 15:00,F3机架的油膜轴承油站回油滤芯压差大报警。,回油滤芯被污染物堵塞,切换到备用滤芯组。拆下报警的滤芯，发现表面附着了大量黑色的油泥和金属颗粒。,油膜轴承密封失效，导致轧制乳化液进入润滑油系统，造成油品乳化变质。,"{""photo_internal"": [""PHOTO_HRM2_RF3_FILTER_CLOGGED_20240621_1515.jpg""], ""oil_analysis_report"": ""REPORT_OIL_HRM2_MORGOIL_20240620.pdf"", ""schematics"": ""Schematic_HRM2_Morgoil_System.pdf#page=7""}"
F-2024-0063,1#层流冷却区 CEMS系统,LFC1-CEMS,2024/6/22 9:30,环保在线监测系统（CEMS）报“烟气湿度异常高”的假警报。,CEMS探头取样管路的伴热带故障，导致烟气冷凝。,检查取样管路，发现伴热带不热。测量其电阻，为无穷大，已烧断。更换新的伴热带后，湿度读数恢复正常。,伴热带老化。,"{""timeseries_data"": [""PLC_CEMS_HUMIDITY_20240622_0925.csv""], ""maintenance_manual"": ""Manual_CEMS_System.pdf#page=15"", ""photo_internal"": [""PHOTO_LFC1_CEMS_HEATER_FAIL_20240622_0945.jpg""]}"
F-2024-0064,2#板坯库 1号地磅,SCALE-SLAB-01,2024/6/22 14:00,地磅称重数值严重偏小，一个20吨的板坯只显示8吨。,地磅其中一个称重传感器（Load Cell）损坏,进入地磅诊断模式，逐一检查每个传感器的读数。发现3号传感器的信号输出为0。更换3号称重传感器，并重新进行整秤标定。,传感器被车辆撞击或长期过载，导致内部应变片损坏。,"{""photo_damage"": [""PHOTO_SCALE01_LOADCELL_DAMAGED_20240622_1500.jpg""], ""maintenance_manual"": ""Manual_Weighing_Scale.pdf#page=20"", ""calibration_log"": ""Log_Scale_Calibration_2024.xlsx""}"
F-2024-0065,1#加热炉 炉压变送器,FURN1-SENSOR-PRESS,2024/6/23 10:00,炉压控制系统剧烈波动，导致炉门频繁动作，炉温不稳定。,炉压变送器的取压管堵塞,检查连接炉膛和变送器的取压管，发现管口被烟尘和冷凝水形成的混合物堵死。使用压缩空气进行吹扫，清除堵塞物后，炉压信号恢复平稳。,取压管未按要求定期吹扫。,"{""timeseries_data"": [""PLC_FURN1_PRESSURE_CONTROL_20240623_0955.csv""], ""schematics"": ""Schematic_FURN1_Control_System.pdf#page=10"", ""maintenance_log"": ""Log_FURN1_Sensors_2024.xlsx""}"
F-2024-0066,2#精轧机 F7机架,HRM2-RF7-BENDING,2024/6/23 16:30,F7机架正弯辊压力建立不起来，影响板形控制。,正弯辊液压缸活塞杆密封泄漏,检查液压缸，发现活塞杆一侧有明显的液压油泄漏痕迹。解体液压缸，发现活塞杆密封圈（斯特封）已磨损破裂。,液压油中杂质划伤活塞杆表面，反过来又加剧了密封圈的磨损。,"{""photo_leak"": [""PHOTO_HRM2_RF7_CYLINDER_LEAK_20240623_1635.jpg""], ""photo_damage"": [""PHOTO_HRM2_RF7_SEAL_BROKEN_20240623_1800.jpg""], ""schematics"": ""Schematic_HRM2_Bending_System.pdf#page=6""}"
F-2024-0067,1#卷取机 C1区域,COILER1-SAFETY,2024/6/24 9:00,人员进入C1卷取机区域后，安全光栅没有报警，设备没有停机。,安全光栅接收器故障,使用专用测试棒遮挡光栅，系统无响应。检查光栅状态指示灯，发现接收器报警。清洁接收器镜头无效。更换接收器后，功能恢复正常。,接收器内部光电元件老化。,"{""maintenance_log"": ""Log_Safety_Devices_2024.xlsx"", ""electrical_drawing"": ""Drawing_E_COILER1_Safety_Circuit.pdf"", ""photo_internal"": [""PHOTO_COILER1_LIGHT_CURTAIN_FAIL_20240624_0915.jpg""]}"
F-2024-0068,2#粗轧机 R1液压站,HRM2-HYD-R1,2024/6/24 14:00,R1液压站油箱液位低报警，检查发现地面有大量液压油。,液压站回油管路法兰密封垫片老化破裂,顺着油迹查找，发现主回油管路的一个法兰连接处正在滴油。紧固螺栓无效。拆开法兰，发现橡胶密封垫片已硬化并开裂。更换新的耐油密封垫片。,垫片材料不耐油或使用年限过长。,"{""photo_leak"": [""PHOTO_HRM2_HYD_R1_LEAK_20240624_1410.jpg""], ""schematics"": ""Schematic_HRM2_Hydraulic_System.pdf#page=15""}"
F-2024-0069,1#除鳞箱 水泵房,DESCALER1-PUMP-ROOM,2024/6/25 10:30,水泵房一台电机的地脚螺栓松动，导致电机运行时振动和噪音都很大。,地脚螺栓松动,停机。使用力矩扳手重新紧固所有地脚螺栓，并使用垫片调整电机水平。振动恢复正常。,设备长期运行产生的振动导致螺栓松动，巡检时未能发现。,"{""vibration"": [""VIB_DESCALER1_PUMP3_HIGH_20240625_1025.csv"", ""VIB_DESCALER1_PUMP3_NORMAL_20240625_1100.csv""], ""photo_internal"": [""PHOTO_DESCALER1_PUMP3_BOLT_LOOSE_20240625_1040.jpg""], ""maintenance_log"": ""Log_DESCALER1_Pumps_2024.xlsx""}"
F-2024-0070,2#卷取机 C2编码器,COILER2-ENCODER,2024/6/25 16:00,C2卷取机计长不准，每卷钢卷的实际长度都比系统记录的短。,计长用的编码器信号不稳定，存在丢脉冲现象。,使用示波器在线监测编码器输出波形，发现有毛刺和干扰。检查编码器电缆屏蔽层，发现接地不良。重新可靠接地后，波形恢复正常，计长准确。,接地线松动或氧化，导致屏蔽效果下降，信号受到变频器干扰。,"{""timeseries_data"": [""PLC_COILER2_ENCODER_WAVEFORM_BAD_20240625_1610.csv"", ""PLC_COILER2_ENCODER_WAVEFORM_GOOD_20240625_1640.csv""], ""electrical_drawing"": ""Drawing_E_COILER2_Encoder.pdf"", ""maintenance_log"": ""Log_COILER2_Instruments_2024.xlsx""}"
F-2024-0071,1#精轧机 F7电机,HRM1-RF7-MOTOR,2024/6/26 11:00,F7主电机通风系统风压低报警，电机温度有上升趋势。,电机通风管道滤网堵塞,检查电机通风系统的入口滤网，发现已被大量的灰尘和柳絮堵死。更换新的滤网后，风压恢复正常。,环境因素导致，未根据季节变化增加滤网清理频率。,"{""photo_internal"": [""PHOTO_HRM1_RF7_MOTOR_FILTER_CLOGGED_20240626_1115.jpg""], ""maintenance_manual"": ""Manual_Motor_Ventilation.pdf#page=8"", ""timeseries_data"": [""PLC_HRM1_RF7_MOTOR_TEMP_20240626_1055.csv""]}"
