event_id,equipment_name,equipment_code,timestamp,fault_description,technician_diagnosis,maintenance_actions,root_cause_analysis,related_multimodal_data
F-2024-0156,2#加热炉 除尘风机,FURN2-DUST-FAN,2024/8/7 15:00,除尘风机入口挡板卡在半开位置，无法调节。,挡板轴承缺油卡死,对挡板两侧的轴承座注入大量润滑脂，并反复活动挡板。最终活动恢复自如。,润滑保养周期过长。,"{""maintenance_log"": ""Log_FURN2_Fans_LUB_2024.xlsx"", ""drawing"": ""Drawing_A_FURN2_Dust_Fan_Damper.pdf""}"
F-2024-0157,1#精轧机 F5机架,HRM1-RF5-SPC,2024/8/8 11:00,带钢头尾形状控制系统（SPC）不起作用，头尾厚度超差严重。,SPC功能未在HMI上激活。,在HMI工艺参数界面，勾选激活SPC功能选项。系统恢复正常。,操作人员在设定工艺参数时，漏掉了该选项。,"{""maintenance_log"": ""Log_HMI_Operations_2024.xlsx"", ""maintenance_manual"": ""Manual_SPC_Operation.pdf#page=10""}"
F-2024-0158,2#卷取机 C1区域,COILER1-BANDING,2024/8/8 17:00,钢卷打捆机无法收紧钢带。,打捆机的收紧轮磨损，摩擦力不足。,更换新的带有花纹的收紧轮。打捆功能恢复正常。,收紧轮是易损件，正常磨损。,"{""photo_damage"": [""PHOTO_COILER1_BANDING_WHEEL_WORN_20240808_1720.jpg""], ""maintenance_manual"": ""Manual_Banding_Machine.pdf#page=31""}"
F-2024-0159,1#粗轧机 R2电机,HRM1-R2-GROUND,2024/8/9 10:00,主电机接地碳刷磨损严重，导致轴电流增大。,接地碳刷磨损至极限。,更换新的接地碳刷。,碳刷是易损件，未按期检查更换。,"{""photo_damage"": [""PHOTO_HRM1_R2_GROUND_BRUSH_WORN_20240809_1015.jpg""], ""maintenance_manual"": ""Manual_DC_Motor_Maintenance.pdf#page=32""}"
F-2024-0160,2#精轧机 F3机架,HRM2-RF3-HMI,2024/8/9 16:30,机架旁的操作箱屏幕显示花屏，看不清内容。,操作箱的显示屏排线接触不良,断电后，重新插拔连接主板和显示屏的排线。上电后显示恢复正常。,设备振动导致排线松动。,"{""photo_damage"": [""PHOTO_HRM2_RF3_HMI_SCREEN_BAD_20240809_1635.jpg""], ""electrical_drawing"": ""Drawing_E_Local_HMI_Box.pdf""}"
F-2024-0161,1#加热炉 炉底辊,FURN1-HEARTH-ROLL,2024/8/10 11:00,一根炉底辊表面结瘤严重，划伤了板坯下表面。,炉底辊结瘤,停炉降温。使用专用工具打磨清除炉底辊表面的结瘤。,炉内气氛控制不当，或钢坯氧化铁皮脱落黏结。,"{""photo_damage"": [""PHOTO_FURN1_ROLL_NODULATION_20240810_1500.jpg"", ""PHOTO_SLAB_SCRATCH_BOTTOM_20240810_1055.jpg""], ""maintenance_log"": ""Log_FURN1_Rolls_2024.xlsx""}"
F-2024-0162,2#卷取机 C2剪切机,COILER2-SHEAR-GAP,2024/8/10 17:00,剪切机刀片间隙过大，导致切不断厚规格钢带。,刀片间隙调整机构的锁紧螺母松动,重新调整刀片间隙至标准值，并锁紧防松螺母。,设备振动导致螺母松动。,"{""maintenance_manual"": ""Manual_Coiler_Shear.pdf#page=25"", ""drawing"": ""Drawing_A_Shear_Gap_Adjustment.pdf""}"
F-2024-0163,1#精轧机 F7机架,HRM1-RF7-CYLINDER,2024/8/11 10:00,HGC液压缸的球形支撑座磨损严重，导致液压缸受力不均。,球形支撑座润滑不良，导致干摩擦磨损。,更换新的球形支撑座（球碗），并改善润滑。,润滑点设计不合理或润滑脂未按时加注。,"{""photo_damage"": [""PHOTO_HRM1_RF7_SPHERICAL_SUPPORT_WORN_20240811_1400.jpg""], ""drawing"": ""Drawing_A_HGC_Cylinder_Mounting.pdf""}"
F-2024-0164,2#粗轧机 R3电机,HRM2-R3-COOLER,2024/8/11 16:30,电机冷却器漏水，导致电机房地面有积水。,冷却器管束与管板连接处焊缝开裂,将冷却器解体，对泄漏的焊缝进行补焊，并进行压力测试。,管束长期在振动和温度变化下，焊缝产生疲劳裂纹。,"{""photo_leak"": [""PHOTO_HRM2_R3_COOLER_LEAK_20240811_1635.jpg""], ""maintenance_manual"": ""Manual_Air_Water_Cooler.pdf#page=18""}"
F-2024-0165,1#层流冷却区,LFC1-INTERCOM,2024/8/12 9:30,现场一台工业对讲机无法通话，只有噪音。,对讲机手柄的按键开关接触不良。,更换新的对讲机手柄后通话恢复正常。,按键开关是易损件，达到使用寿命。,{"maintenance_log": "Log_Intercom_System_2024.xlsx"}
F-2024-0166,2#加热炉 炉压控制,FURN2-PRESSURE-VALVE,2024/8/12 15:00,炉压控制挡板的电动执行器卡死，无法调节。,执行器内部的齿轮损坏,拆解电动执行器，发现其减速齿轮箱内一个塑料齿轮已断齿。更换齿轮组件。,塑料齿轮老化变脆。,"{""photo_damage"": [""PHOTO_FURN2_ACTUATOR_GEAR_BROKEN_20240812_1600.jpg""], ""maintenance_manual"": ""Manual_Electric_Actuator_AUMA.pdf#page=30""}"
F-2024-0167,1#精轧机 F3机架,HRM1-RF3-HMI,2024/8/13 11:00,现场操作台的急停按钮被人按下，但无法查明原因。,未知,复位急停按钮，检查设备状态正常后，恢复生产。加强现场人员管理。,可能是人员误操作。,{"maintenance_log": "Log_Emergency_Stops_2024.xlsx"}
F-2024-0168,2#卷取机 C1区域,COILER1-PHOTOEYE,2024/8/13 17:00,用于检测钢卷套筒的光电开关信号不稳定。,光电开关的镜头上有灰尘，且对射不正。,清洁光电开关镜头，并重新调整发射器和接收器的对射角度。信号恢复稳定。,设备振动导致安装位置偏移。,"{""photo_internal"": [""PHOTO_COILER1_PHOTOEYE_MISALIGNED_20240813_1710.jpg""], ""electrical_drawing"": ""Drawing_E_COILER1_Sensors.pdf""}"
F-2024-0169,1#粗轧机 R1电机,HRM1-R1-VIB,2024/8/14 10:00,R1电机振动监测探头信号丢失。,振动探头前置器故障,检查探头和延伸电缆正常。更换前置器后，信号恢复。,前置器电子元件老化。,"{""photo_damage"": [""PHOTO_HRM1_R1_VIB_PREAMP_FAIL_20240814_1020.jpg""], ""maintenance_manual"": ""Manual_Bently_Nevada_3300.pdf#page=50""}"
F-2024-0170,2#精轧机 F5机架,HRM2-RF5-COOLANT,2024/8/14 16:30,乳化液系统磁性分离器效果差，液体中含铁量高。,磁性分离器的刮板磨损，无法有效清除吸附的铁屑。,更换新的刮板，并调整其与磁鼓的间隙。,刮板是易损件，正常磨损。,"{""photo_damage"": [""PHOTO_HRM2_RF5_MAGNETIC_SEPARATOR_BLADE_WORN_20240814_1645.jpg""], ""maintenance_manual"": ""Manual_Magnetic_Separator.pdf#page=11""}"
F-2024-0171,1#加热炉 烧嘴风机,FURN1-BURNER-FAN,2024/8/15 11:00,烧嘴助燃风机入口过滤器压差大报警。,过滤器滤芯堵塞,更换新的过滤器滤芯。,滤芯达到使用寿命。,"{""photo_internal"": [""PHOTO_FURN1_FAN_FILTER_CLOGGED_20240815_1110.jpg""], ""maintenance_manual"": ""Manual_Furnace_Fan.pdf#page=15""}"
F-2024-0172,2#卷取机 C2区域,COILER2-UPENDER,2024/8/15 17:00,钢卷翻卷机液压缸速度不受控制，动作过快。,液压缸上的节流阀失效，处于全开位置。,更换节流阀后，速度恢复正常。,阀芯被杂质卡住或内部密封损坏。,"{""schematics"": ""Schematic_Upender_Hydraulic.pdf"", ""photo_damage"": [""PHOTO_COILER2_THROTTLE_VALVE_FAIL_20240815_1720.jpg""]}"
F-2024-0173,1#精轧机 F6机架,HRM1-RF6-SENSOR,2024/8/16 10:00,F6出口板形仪通讯中断。,板形仪的控制电脑死机,重启控制电脑后，通讯恢复正常。,电脑操作系统不稳定或软件冲突。,{"maintenance_log": "Log_Shape_Meter_2024.xlsx"}
F-2024-0174,2#粗轧机 R2减速箱,HRM2-R2-GEARBOX-LUB,2024/8/16 16:30,减速箱润滑站的一台油泵无法启动，电机空转。,泵与电机之间的联轴器弹性体损坏,更换联轴器弹性体。,弹性体老化。,"{""photo_damage"": [""PHOTO_HRM2_R2_PUMP_COUPLING_BROKEN_20240816_1640.jpg""], ""schematics"": ""Schematic_HRM2_Lubrication_System.pdf#page=4""}"
F-2024-0175,1#层流冷却区,LFC1-GAS-CUTTER,2024/8/17 9:30,用于事故状态下切断带钢的火焰切割机点不着火。,点火用的丙烷气瓶空了。,更换新的丙烷气瓶。,日常点检疏忽，未检查气瓶压力。,{"maintenance_log": "Log_Emergency_Cutter_2024.xlsx"}
F-2024-0176,2#加热炉 废热锅炉,FURN2-WASTE-HEAT-BOILER,2024/8/17 15:00,废热锅炉给水泵出口压力低。,给水泵叶轮磨损严重,拆解水泵，发现叶轮被水中杂质磨损，间隙过大。更换新的叶轮。,给水水质不佳，含有硬质颗粒。,"{""photo_damage"": [""PHOTO_FURN2_BOILER_PUMP_IMPELLER_WORN_20240817_1700.jpg""], ""maintenance_manual"": ""Manual_Boiler_Feed_Pump.pdf#page=25""}"
F-2024-0177,1#精轧机 F2机架,HRM1-RF2-DEFLECTOR,2024/8/18 11:00,F2机架出口的导卫板磨损严重，划伤了钢带边缘。,导卫板材料硬度不足。,更换新的由高铬合金制造的导卫板。,原导卫板材料选择不当。,"{""photo_damage"": [""PHOTO_HRM1_RF2_SIDE_GUIDE_WORN_20240818_1110.jpg"", ""PHOTO_STEEL_STRIP_EDGE_SCRATCH_20240818_1055.jpg""], ""drawing"": ""Drawing_A_Side_Guide.pdf""}"
F-2024-0178,2#卷取机 C1区域,COILER1-SCALE,2024/8/18 17:00,钢卷称重台示数不准，存在漂移。,称重传感器接线盒进水，导致信号不稳定。,打开接线盒，发现内部有积水。用电吹风吹干，并重新做好防水密封。重新标定后，称重恢复准确。,接线盒密封老化。,"{""photo_internal"": [""PHOTO_COILER1_SCALE_JUNCTION_BOX_WATER_20240818_1715.jpg""], ""maintenance_manual"": ""Manual_Coil_Scale.pdf#page=18""}"
F-2024-0179,1#粗轧机 R1电机,HRM1-R1-ENCODER,2024/8/19 10:00,电机编码器信号丢失，检查发现编码器外壳破碎。,编码器被外物撞击,更换新的编码器，并为其加装防护罩。,维护作业时，工具掉落砸坏了编码器。,"{""photo_damage"": [""PHOTO_HRM1_R1_ENCODER_BROKEN_20240819_1010.jpg""], ""electrical_drawing"": ""Drawing_E_HRM1_R1_Control.pdf""}"
F-2024-0180,2#精轧机 F4机架,HRM2-RF4-BUR,2024/8/19 16:30,F4机架下支撑辊窜出时卡住。,支撑辊轴承座的导轨上有异物（如一块小螺母）。,清理导轨后，支撑辊窜出正常。,现场清洁和管理不善。,"{""photo_internal"": [""PHOTO_HRM2_RF4_BUR_RAIL_STUCK_20240819_1640.jpg""], ""maintenance_manual"": ""Manual_BackupRoll_Change.pdf#page=12""}"
F-2024-0181,1#加热炉 电视系统,FURN1-CCTV,2024/8/20 11:00,炉内监控摄像头图像有雪花干扰。,视频信号电缆屏蔽层接地不良,检查从摄像头到监视器的视频电缆，发现在监视器一端的屏蔽层接地线松动。重新接好后，干扰消失。,接地线未压紧。,{"maintenance_manual": "Manual_CCTV_System.pdf#page=21"}
F-2024-0182,2#卷取机 C2皮带机,COILER2-BELT,2024/8/20 17:00,用于运输废边的皮带跑偏严重，几乎要掉下来。,皮带机托辊严重磨损，导致皮带受力不均。,更换所有磨损的托辊，并重新调整皮带张紧度和位置。,托辊轴承损坏后未及时更换，导致托辊外壳被磨穿。,"{""photo_damage"": [""PHOTO_COILER2_BELT_IDLER_WORN_20240820_1720.jpg""], ""maintenance_manual"": ""Manual_Belt_Conveyor.pdf#page=16""}"
F-2024-0183,1#精轧机 F5机架,HRM1-RF5-GAUGE,2024/8/21 10:00,F5出口的激光速度仪读数异常。,速度仪的激光窗口被乳化液污染,清洁激光窗口后，读数恢复正常。,吹扫保护空气压力不足。,"{""photo_internal"": [""PHOTO_HRM1_RF5_LASER_GAUGE_DIRTY_20240821_1010.jpg""], ""maintenance_manual"": ""Manual_Laser_Speed_Gauge.pdf#page=14""}"
F-2024-0184,2#粗轧机 R2电机,HRM2-R2-LUB,2024/8/21 16:30,电机轴承自动润滑系统不泵油。,润滑脂泵的出口单向阀卡死。,拆解润滑脂泵，清洗出口单向阀。系统恢复正常。,使用的润滑脂混入杂质。,"{""schematics"": ""Schematic_Auto_Lube_System.pdf"", ""photo_internal"": [""PHOTO_HRM2_R2_LUB_PUMP_VALVE_STUCK_20240821_1700.jpg""]}"
F-2024-0185,1#层流冷却区,LFC1-TEMP-GAUGE,2024/8/22 9:30,一个水温表指示在120度，明显不准。,双金属温度计的感温元件损坏,更换新的温度计。,温度计质量问题或受到外力撞击。,"{""photo_damage"": [""PHOTO_LFC1_TEMP_GAUGE_BROKEN_20240822_0935.jpg""], ""maintenance_log"": ""Log_LFC1_Instruments_2024.xlsx""}"
F-2024-0186,2#加热炉 主控室,FURN2-CONTROL-ROOM,2024/8/22 15:00,操作台一台电脑频繁蓝屏死机。,电脑CPU风扇故障，导致CPU过热。,打开电脑机箱，发现CPU散热风扇被灰尘堵死，不转动。清理灰尘并更换风扇后，电脑恢复稳定。,机房环境清洁度不够。,"{""photo_internal"": [""PHOTO_FURN2_PC_FAN_DUSTY_20240822_1510.jpg""], ""maintenance_log"": ""Log_Control_Room_PCs_2024.xlsx""}"
F-2024-0187,1#精轧机 F1机架,HRM1-RF1-COOLING,2024/8/23 11:00,工作辊冷却水的一根软管接头脱落，水喷得到处都是。,软管接头的卡箍锈蚀断裂,更换新的不锈钢卡箍，并重新固定软管。,原卡箍材质为普通碳钢，不耐腐蚀。,"{""photo_damage"": [""PHOTO_HRM1_RF1_HOSE_CLAMP_BROKEN_20240823_1105.jpg""], ""schematics"": ""Schematic_HRM1_Cooling_System.pdf#page=12""}"
F-2024-0188,2#卷取机 C1区域,COILER1-TENSION,2024/8/23 17:00,卷取机张力控制不稳，导致钢卷卷形不佳（塔形）。,张力测量辊的传感器信号不稳定,检查张力测量辊两端的压力传感器，发现一侧的接线有松动。重新紧固后，张力信号平稳，卷形恢复正常。,振动导致接线松动。,"{""timeseries_data"": [""PLC_COILER1_TENSION_FLUCTUATE_20240823_1655.csv""], ""electrical_drawing"": ""Drawing_E_COILER1_Tension_Control.pdf""}"
F-2024-0189,1#粗轧机 R3电机,HRM1-R3-BRAKE,2024/8/24 10:00,电机机械刹车无法松开。,刹车电磁铁线圈烧毁,测量电磁铁线圈电阻为无穷大。更换线圈后，刹车正常松开。,电压过高或线圈质量问题。,"{""photo_damage"": [""PHOTO_HRM1_R3_BRAKE_COIL_BURNED_20240824_1030.jpg""], ""electrical_drawing"": ""Drawing_E_HRM1_R3_Motor.pdf""}"
F-2024-0190,2#精轧机 F6机架,HRM2-RF6-SENSOR,2024/8/24 16:30,F6出口高温计防护玻璃被飞溅的钢渣击碎。,防护措施不足,更换新的耐高温石英玻璃，并加装一个简易的金属挡板。,生产事故。,"{""photo_damage"": [""PHOTO_HRM2_RF6_PYROMETER_GLASS_BROKEN_20240824_1635.jpg""], ""maintenance_log"": ""Log_HRM2_Instruments_2024.xlsx""}"
F-2024-0191,1#加热炉 煤气总管,FURN1-GAS-MAIN,2024/8/25 11:00,煤气总管压力异常低，影响所有烧嘴燃烧。,煤气总管前的水封被击穿，大量煤气从水封泄漏。,紧急关闭上游阀门。重新向水封注水至规定高度。恢复供气，压力正常。,水封未按规定定期检查和补水。,"{""schematics"": ""Schematic_FURN1_Gas_System.pdf"", ""maintenance_log"": ""Log_FURN1_Safety_Devices_2024.xlsx""}"
F-2024-0192,2#卷取机 C2助卷辊,COILER2-PINCHROLL-HYD,2024/8/25 17:00,助卷辊压力不稳，来回波动。,压力控制用的比例减压阀内部有污染物，导致阀芯动作不顺畅。,拆下比例减压阀进行清洗。装回后压力稳定。,液压油清洁度差。,"{""timeseries_data"": [""PLC_COILER2_PINCHROLL_PRESSURE_FLUCTUATE_20240825_1655.csv""], ""schematics"": ""Schematic_COILER2_Hydraulic_System.pdf#page=19""}"
F-2024-0193,1#精轧机 F4机架,HRM1-RF4-SENSOR,2024/8/26 10:00,F4入口的宽度仪通讯电缆被叉车压断。,电缆布线不合理，暴露在运输通道上。,更换整段通讯电缆，并将其改为从桥架上走线。,安全管理和规划不到位。,"{""photo_damage"": [""PHOTO_HRM1_RF4_CABLE_CRUSHED_20240826_1005.jpg""], ""schematics"": ""Schematic_Network_Topology_HRM1.pdf""}"
F-2024-0194,2#粗轧机 R1电机,HRM2-R1-BEARING,2024/8/26 16:30,R1主电机驱动侧轴承振动值超标，频谱中出现外圈故障特征频率。,驱动侧轴承外圈出现裂纹,停机，更换电机驱动侧轴承。检查换下的轴承，发现外圈有一条贯穿裂纹。,轴承安装不当，或受到巨大冲击。,"{""vibration"": [""VIB_HRM2_R1_DRV_BEARING_FAIL_20240826_1625.csv""], ""photo_damage"": [""PHOTO_HRM2_R1_BEARING_CRACKED_20240826_1800.jpg""], ""maintenance_manual"": ""Manual_RollingMill_Motor.pdf#page=45""}"
F-2024-0195,1#层流冷却区,LFC1-CABLE-TRAY,2024/8/27 9:30,一处电缆桥架因锈蚀严重而垮塌，导致多根电缆悬空。,桥架材质为普通碳钢，在潮湿环境下锈蚀严重。,使用新的热镀锌电缆桥架进行替换。,材料选型不当。,"{""photo_damage"": [""PHOTO_LFC1_CABLE_TRAY_COLLAPSED_20240827_0935.jpg""], ""maintenance_log"": ""Log_Civil_Structures_2024.xlsx""}"
F-2024-0196,2#加热炉 主控PLC,FURN2-PLC,2024/8/27 15:00,PLC的一个数字量输入模块所有通道均无输入。,输入模块的公共端保险丝烧断。,更换模块上的保险丝后，输入恢复正常。,外部线路存在瞬间短路，导致保险丝熔断。,"{""electrical_drawing"": ""Drawing_E_FURN2_PLC_IO.pdf"", ""photo_internal"": [""PHOTO_FURN2_PLC_MODULE_FUSE_BLOWN_20240827_1510.jpg""]}"
F-2024-0197,1#精轧机 F6机架,HRM1-RF6-MOTOR,2024/8/28 11:00,F6主电机励磁电流为0，无法建立磁场。,励磁回路的熔断器熔断,检查励磁控制柜，发现快速熔断器已熔断。更换后，励磁恢复正常。,励磁调节器出现故障，导致瞬间电流过大。,"{""electrical_drawing"": ""Drawing_E_HRM1_RF6_Excitation.pdf"", ""photo_damage"": [""PHOTO_HRM1_RF6_EXCITATION_FUSE_BLOWN_20240828_1110.jpg""]}"
F-2024-0198,2#卷取机 C1区域,COILER1-AIR-LEAK,2024/8/28 17:00,压缩空气系统压力持续下降，可以听到明显的漏气声。,一根气管的快插接头松脱，导致漏气。,重新插紧快插接头，漏气声消失，压力恢复。,接头质量不佳或安装不到位。,"{""photo_leak"": [""PHOTO_COILER1_AIR_PIPE_LEAK_20240828_1705.jpg""], ""schematics"": ""Schematic_Pneumatic_System.pdf""}"
F-2024-0199,1#粗轧机 R2电机,HRM1-R2-TEMP,2024/8/29 10:00,电机绕组温度测量不准，读数偏低。,绕组内的Pt100热电阻传感器损坏,更换埋在绕组内的Pt100传感器。,传感器质量问题或在电机大修过程中受损。,"{""maintenance_log"": ""Log_HRM1_R2_MOTOR_2024.xlsx"", ""electrical_drawing"": ""Drawing_E_HRM1_R2_Motor.pdf""}"
F-2024-0200,2#精轧机 F7机架,HRM2-RF7-DRIVE,2024/8/29 16:30,F7主电机驱动柜柜门风扇过滤器堵塞严重，导致柜内温度过高。,过滤器未按期清理或更换。,更换新的过滤器棉。柜内温度下降。,维护保养计划未有效执行。,"{""photo_internal"": [""PHOTO_HRM2_RF7_DRIVE_FILTER_CLOGGED_20240829_1635.jpg""], ""thermal_image"": [""IMG_HRM2_RF7_DRIVE_CABINET_HOT_20240829_1632.jpg""], ""maintenance_manual"": ""Manual_Drive_Cabinet_Maintenance.pdf#page=12""}"
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
